order_id,order_date,city,state,sales_channel,store_type,product_category,quantity,unit_price,discount_percent,net_sales_amount,payment_mode,customer_gender,customer_age,sales
ORD1020392,2024-02-20,Hyderabad,Telangana,Online,Online Only,Computer Glasses,2,1179,0,2358.0,Net Banking,Other,44,2358
ORD1020393,2023-02-11,Pune,Maharashtra,Offline,Standalone Store,Computer Glasses,2,1211,5,2300.9,UPI,Male,47,2422
ORD1020394,2024-11-14,Bengaluru,Karnataka,Offline,Mall Store,Eyeglasses,2,3148,0,6296.0,UPI,Male,40,6296
ORD1020395,2022-10-26,Faridabad,Haryana,Online,Online Only,Contact Lenses,1,3572,25,2679.0,Debit Card,Male,37,3572
ORD1020396,2022-10-12,Ahmedabad,Gujarat,Online,Online Only,Sunglasses,3,2382,10,6431.4,Cash,Male,40,7146
ORD1020397,2024-08-15,Kochi,Kerala,Offline,Standalone Store,Contact Lenses,2,3730,20,5968.0,Cash,Male,53,7460
ORD1020398,2025-02-20,Ranchi,Jharkhand,Online,Online Only,Computer Glasses,2,4229,25,6343.5,Credit Card,Male,58,8458
ORD1020399,2025-08-12,Coimbatore,Tamil Nadu,Online,Online Only,Sunglasses,2,890,0,1780.0,Net Banking,Female,36,1780
ORD1020400,2022-08-08,Ranchi,Jharkhand,Offline,Online Only,Sunglasses,3,4470,0,13410.0,Debit Card,Male,23,13410
ORD1020401,2023-10-06,Bhopal,Madhya Pradesh,Online,Online Only,Computer Glasses,1,2894,20,2315.2,UPI,Female,50,2894
ORD1020402,2025-03-19,Bengaluru,Karnataka,Offline,High Street Store,Eyeglasses,3,2241,10,6050.7,Cash,Female,23,6723
ORD1020403,2023-05-21,Hyderabad,Telangana,Offline,Mall Store,Contact Lenses,2,4456,20,7129.6,Cash,Other,61,8912
ORD1020404,2025-10-06,Bhubaneswar,Odisha,Offline,Mall Store,Contact Lenses,3,4155,15,10595.25,Net Banking,Other,52,12465
ORD1020405,2024-04-20,Chandigarh,Chandigarh,Online,Online Only,Eyeglasses,3,1495,25,3363.75,Net Banking,Male,30,4485
ORD1020406,2025-03-12,Chandigarh,Chandigarh,Offline,Standalone Store,Eyeglasses,3,2520,0,7560.0,Cash,Male,23,7560
ORD1020407,2023-07-26,Patna,Bihar,Offline,High Street Store,Eyeglasses,3,4665,20,11196.0,Net Banking,Male,53,13995
ORD1020408,2025-02-01,Faridabad,Haryana,Online,Online Only,Contact Lenses,1,1149,25,861.75,Debit Card,Other,21,1149
ORD1020409,2024-03-19,Indore,Madhya Pradesh,Offline,Online Only,Computer Glasses,3,3278,5,9342.3,Cash,Female,19,9834
ORD1020410,2025-06-09,Bhubaneswar,Odisha,Online,Online Only,Eyeglasses,3,1764,5,5027.4,Net Banking,Female,52,5292
ORD1020411,2025-08-23,Trivandrum,Kerala,Online,Online Only,Contact Lenses,3,2954,0,8862.0,Net Banking,Female,57,8862
ORD1020412,2024-09-28,Bhubaneswar,Odisha,Online,Online Only,Eyeglasses,1,1497,15,1272.45,Cash,Male,60,1497
ORD1020413,2022-08-17,Gurugram,Haryana,Offline,Mall Store,Eyeglasses,1,2395,10,2155.5,Net Banking,Female,36,2395
ORD1020414,2023-01-18,Chandigarh,Chandigarh,Offline,High Street Store,Computer Glasses,1,4617,20,3693.6,UPI,Other,19,4617
ORD1020415,2025-06-27,Bengaluru,Karnataka,Online,Online Only,Contact Lenses,3,3366,15,8583.3,UPI,Male,48,10098
ORD1020416,2025-09-24,Indore,Madhya Pradesh,Online,Online Only,Sunglasses,2,1463,10,2633.4,Debit Card,Female,53,2926
ORD1020417,2024-08-01,Bengaluru,Karnataka,Online,Online Only,Eyeglasses,2,4191,15,7124.7,Net Banking,Other,38,8382
ORD1020418,2023-02-11,Ahmedabad,Gujarat,Offline,Mall Store,Computer Glasses,2,2479,10,4462.2,UPI,Male,25,4958
ORD1020419,2024-04-28,Delhi,Delhi,Online,Online Only,Eyeglasses,3,4365,15,11130.75,Credit Card,Other,23,13095
ORD1020420,2025-12-27,Bhopal,Madhya Pradesh,Online,Online Only,Contact Lenses,3,2410,15,6145.5,Cash,Female,60,7230
ORD1020421,2024-12-07,Hyderabad,Telangana,Offline,Mall Store,Eyeglasses,2,1080,25,1620.0,Debit Card,Female,39,2160
ORD1020422,2023-02-23,Kochi,Kerala,Offline,Mall Store,Contact Lenses,2,3404,10,6127.2,UPI,Female,41,6808
ORD1020423,2023-05-07,Coimbatore,Tamil Nadu,Offline,High Street Store,Computer Glasses,3,3765,0,11295.0,UPI,Male,61,11295
ORD1020424,2025-06-24,Kochi,Kerala,Offline,Mall Store,Computer Glasses,2,1321,0,2642.0,Credit Card,Male,26,2642
ORD1020425,2025-12-18,Gurugram,Haryana,Online,Online Only,Sunglasses,1,4008,0,4008.0,Cash,Female,30,4008
ORD1020426,2023-03-31,Mumbai,Maharashtra,Online,Online Only,Sunglasses,3,4615,10,12460.5,Cash,Female,30,13845
ORD1020427,2024-01-17,Lucknow,Uttar Pradesh,Online,Online Only,Computer Glasses,3,4583,0,13749.0,Net Banking,Other,55,13749
ORD1020428,2024-05-19,Bengaluru,Karnataka,Online,Online Only,Computer Glasses,3,3464,10,9352.8,Debit Card,Other,25,10392
ORD1020429,2023-10-26,Gurugram,Haryana,Online,Online Only,Contact Lenses,2,3566,15,6062.2,Credit Card,Male,32,7132
ORD1020430,2024-09-22,Ranchi,Jharkhand,Offline,Online Only,Contact Lenses,3,1886,10,5092.2,Credit Card,Other,60,5658
ORD1020431,2023-01-17,Jaipur,Rajasthan,Offline,High Street Store,Computer Glasses,3,2824,0,8472.0,UPI,Other,33,8472
ORD1020432,2023-08-20,Delhi,Delhi,Online,Online Only,Computer Glasses,1,2723,0,2723.0,Net Banking,Other,24,2723
ORD1020433,2024-06-12,Lucknow,Uttar Pradesh,Online,Online Only,Computer Glasses,2,2974,5,5650.6,Debit Card,Male,29,5948
ORD1020434,2023-08-07,Kochi,Kerala,Offline,Standalone Store,Computer Glasses,1,2304,10,2073.6,Credit Card,Female,35,2304
ORD1020435,2023-01-17,Gurugram,Haryana,Online,Online Only,Sunglasses,2,4092,0,8184.0,UPI,Other,30,8184
ORD1020436,2022-06-22,Chandigarh,Chandigarh,Online,Online Only,Eyeglasses,3,4313,15,10998.15,Cash,Male,30,12939
ORD1020437,2025-11-09,Faridabad,Haryana,Online,Online Only,Sunglasses,3,3960,10,10692.0,Debit Card,Male,29,11880
ORD1020438,2023-10-21,Ranchi,Jharkhand,Offline,Standalone Store,Computer Glasses,1,1232,10,1108.8,Cash,Female,63,1232
ORD1020439,2022-04-03,Noida,Uttar Pradesh,Offline,Mall Store,Contact Lenses,3,1782,15,4544.1,Debit Card,Female,40,5346
ORD1020440,2023-05-12,Indore,Madhya Pradesh,Online,Online Only,Computer Glasses,2,3791,0,7582.0,Credit Card,Female,34,7582
ORD1020441,2022-08-03,Kolkata,West Bengal,Offline,Online Only,Contact Lenses,2,3396,15,5773.2,Net Banking,Male,35,6792
ORD1020442,2023-03-06,Chandigarh,Chandigarh,Offline,Online Only,Contact Lenses,3,4068,15,10373.4,Cash,Other,55,12204
ORD1020443,2023-04-07,Cuttack,Odisha,Online,Online Only,Contact Lenses,1,2739,5,2602.05,Cash,Other,64,2739
ORD1020444,2024-10-10,Gurugram,Haryana,Online,Online Only,Sunglasses,1,2605,15,2214.25,Cash,Female,21,2605
ORD1020445,2025-10-22,Cuttack,Odisha,Offline,Mall Store,Computer Glasses,3,1067,25,2400.75,Net Banking,Other,18,3201
ORD1020446,2023-05-05,Cuttack,Odisha,Online,Online Only,Eyeglasses,2,2400,5,4560.0,UPI,Male,58,4800
ORD1020447,2024-10-05,Bhubaneswar,Odisha,Offline,Standalone Store,Contact Lenses,2,3215,10,5787.0,UPI,Male,34,6430
ORD1020448,2022-04-25,Bengaluru,Karnataka,Online,Online Only,Sunglasses,1,991,20,792.8,Credit Card,Female,49,991
ORD1020449,2025-08-19,Chandigarh,Chandigarh,Offline,High Street Store,Contact Lenses,2,4900,15,8330.0,Cash,Male,27,9800
ORD1020450,2024-07-20,Gurugram,Haryana,Online,Online Only,Computer Glasses,1,2102,0,2102.0,Credit Card,Female,29,2102
ORD1020451,2022-01-10,Delhi,Delhi,Offline,High Street Store,Computer Glasses,3,1744,0,5232.0,Cash,Male,20,5232
ORD1020452,2024-02-23,Patna,Bihar,Online,Online Only,Contact Lenses,2,4320,15,7344.0,Credit Card,Female,62,8640
ORD1020453,2023-07-05,Gurugram,Haryana,Offline,Standalone Store,Computer Glasses,1,4524,10,4071.6,Debit Card,Other,19,4524
ORD1020454,2024-07-23,Delhi,Delhi,Offline,Standalone Store,Sunglasses,3,3749,10,10122.3,UPI,Female,29,11247
ORD1020455,2024-05-22,Jaipur,Rajasthan,Online,Online Only,Contact Lenses,1,4655,5,4422.25,UPI,Male,24,4655
ORD1020456,2022-10-15,Delhi,Delhi,Offline,Mall Store,Sunglasses,2,1053,10,1895.4,Cash,Male,48,2106
ORD1020457,2023-07-20,Bhopal,Madhya Pradesh,Online,Online Only,Computer Glasses,1,3993,10,3593.7,Net Banking,Female,18,3993
ORD1020458,2024-01-17,Trivandrum,Kerala,Offline,Mall Store,Contact Lenses,3,4031,10,10883.7,UPI,Other,36,12093
ORD1020459,2024-10-19,Indore,Madhya Pradesh,Offline,Standalone Store,Eyeglasses,2,902,0,1804.0,Cash,Male,64,1804
ORD1020460,2025-08-26,Trivandrum,Kerala,Offline,Online Only,Contact Lenses,3,4803,10,12968.1,Cash,Female,29,14409
ORD1020461,2024-09-01,Coimbatore,Tamil Nadu,Offline,Standalone Store,Computer Glasses,2,4668,15,7935.6,Credit Card,Other,45,9336
ORD1020462,2023-06-09,Ranchi,Jharkhand,Offline,Mall Store,Computer Glasses,2,3108,10,5594.4,Debit Card,Female,35,6216
ORD1020463,2025-01-02,Coimbatore,Tamil Nadu,Online,Online Only,Computer Glasses,1,4244,5,4031.8,Credit Card,Other,44,4244
ORD1020464,2023-11-01,Noida,Uttar Pradesh,Offline,High Street Store,Contact Lenses,1,1769,0,1769.0,Cash,Female,50,1769
ORD1020465,2024-03-09,Bhopal,Madhya Pradesh,Offline,Online Only,Sunglasses,2,2091,10,3763.8,Net Banking,Male,49,4182
ORD1020466,2025-04-18,Chandigarh,Chandigarh,Online,Online Only,Contact Lenses,1,4838,10,4354.2,Credit Card,Other,36,4838
ORD1020467,2022-08-17,Pune,Maharashtra,Offline,Online Only,Computer Glasses,2,2013,0,4026.0,Debit Card,Female,18,4026
ORD1020468,2024-11-14,Chennai,Tamil Nadu,Online,Online Only,Sunglasses,1,1019,0,1019.0,Net Banking,Female,47,1019
ORD1020469,2024-07-02,Indore,Madhya Pradesh,Offline,Mall Store,Computer Glasses,2,4892,10,8805.6,Cash,Male,36,9784
ORD1020470,2023-04-02,Lucknow,Uttar Pradesh,Offline,Mall Store,Computer Glasses,1,1245,15,1058.25,Net Banking,Male,33,1245
ORD1020471,2022-11-16,Lucknow,Uttar Pradesh,Online,Online Only,Contact Lenses,3,4466,5,12728.1,Credit Card,Other,56,13398
ORD1020472,2022-02-16,Kochi,Kerala,Offline,Online Only,Computer Glasses,1,1099,10,989.1,Credit Card,Other,52,1099
ORD1020473,2023-03-10,Kochi,Kerala,Offline,Online Only,Contact Lenses,3,3149,25,7085.25,UPI,Female,46,9447
ORD1020474,2023-09-22,Ahmedabad,Gujarat,Offline,High Street Store,Eyeglasses,3,1915,5,5457.75,Credit Card,Other,60,5745
ORD1020475,2022-10-27,Ahmedabad,Gujarat,Online,Online Only,Sunglasses,3,4533,10,12239.1,UPI,Male,60,13599
ORD1020476,2022-12-20,Cuttack,Odisha,Online,Online Only,Computer Glasses,3,4612,0,13836.0,Net Banking,Male,59,13836
ORD1020477,2023-11-20,Cuttack,Odisha,Offline,Mall Store,Eyeglasses,3,4946,20,11870.4,Credit Card,Male,21,14838
ORD1020478,2024-08-12,Indore,Madhya Pradesh,Offline,Mall Store,Computer Glasses,1,4004,25,3003.0,Debit Card,Male,36,4004
ORD1020479,2023-11-24,Bengaluru,Karnataka,Online,Online Only,Computer Glasses,3,4370,0,13110.0,Debit Card,Male,29,13110
ORD1020480,2023-07-31,Bhopal,Madhya Pradesh,Offline,High Street Store,Computer Glasses,2,2987,10,5376.6,Credit Card,Other,22,5974
ORD1020481,2023-06-15,Cuttack,Odisha,Offline,High Street Store,Sunglasses,2,1612,5,3062.8,Net Banking,Other,43,3224
ORD1020482,2022-05-23,Cuttack,Odisha,Offline,High Street Store,Sunglasses,2,1884,0,3768.0,Debit Card,Male,43,3768
ORD1020483,2025-07-01,Delhi,Delhi,Online,Online Only,Contact Lenses,1,1438,5,1366.1,Credit Card,Male,38,1438
ORD1020484,2025-01-07,Delhi,Delhi,Online,Online Only,Computer Glasses,1,1861,0,1861.0,Credit Card,Male,24,1861
ORD1020485,2025-09-18,Bengaluru,Karnataka,Offline,High Street Store,Contact Lenses,1,875,0,875.0,Debit Card,Female,62,875
ORD1020486,2023-04-04,Noida,Uttar Pradesh,Offline,High Street Store,Contact Lenses,1,4000,10,3600.0,Credit Card,Male,62,4000
ORD1020487,2023-04-15,Lucknow,Uttar Pradesh,Online,Online Only,Computer Glasses,2,1348,15,2291.6,Net Banking,Male,50,2696
ORD1020488,2025-03-18,Kochi,Kerala,Offline,High Street Store,Computer Glasses,2,2101,20,3361.6,Net Banking,Female,25,4202
ORD1020489,2025-12-12,Chandigarh,Chandigarh,Offline,Standalone Store,Contact Lenses,1,3903,25,2927.25,UPI,Male,62,3903
ORD1020490,2025-02-17,Noida,Uttar Pradesh,Offline,Standalone Store,Eyeglasses,3,1079,0,3237.0,UPI,Female,37,3237
ORD1020491,2022-09-11,Patna,Bihar,Online,Online Only,Computer Glasses,3,3968,0,11904.0,Cash,Other,63,11904
ORD1020492,2023-08-31,Bhubaneswar,Odisha,Offline,Online Only,Contact Lenses,3,3350,10,9045.0,Cash,Male,42,10050
ORD1020493,2022-06-03,Kochi,Kerala,Offline,Online Only,Eyeglasses,2,1753,5,3330.7,UPI,Male,36,3506
ORD1020494,2022-12-20,Ahmedabad,Gujarat,Offline,Online Only,Sunglasses,1,1439,0,1439.0,Debit Card,Female,50,1439
ORD1020495,2022-04-13,Cuttack,Odisha,Online,Online Only,Computer Glasses,1,1939,5,1842.05,Net Banking,Other,34,1939
ORD1020496,2025-02-22,Bengaluru,Karnataka,Online,Online Only,Contact Lenses,2,3269,15,5557.3,Net Banking,Male,27,6538
ORD1020497,2024-10-19,Coimbatore,Tamil Nadu,Offline,High Street Store,Sunglasses,2,2379,0,4758.0,Net Banking,Female,44,4758
ORD1020498,2024-12-13,Mumbai,Maharashtra,Online,Online Only,Contact Lenses,3,1719,5,4899.15,Net Banking,Other,35,5157
ORD1020499,2022-09-28,Chandigarh,Chandigarh,Offline,Mall Store,Eyeglasses,2,2193,20,3508.8,UPI,Female,43,4386
ORD1020500,2024-10-26,Delhi,Delhi,Online,Online Only,Sunglasses,1,2440,5,2318.0,Cash,Female,19,2440
ORD1020501,2025-08-24,Jaipur,Rajasthan,Online,Online Only,Eyeglasses,2,2538,10,4568.4,Debit Card,Male,34,5076
ORD1020502,2024-02-10,Patna,Bihar,Offline,Online Only,Contact Lenses,3,1569,20,3765.6,Net Banking,Male,49,4707
ORD1020503,2022-03-21,Bengaluru,Karnataka,Offline,Mall Store,Eyeglasses,3,2657,0,7971.0,Net Banking,Female,45,7971
ORD1020504,2024-03-15,Coimbatore,Tamil Nadu,Offline,Mall Store,Contact Lenses,1,3265,15,2775.25,Cash,Male,26,3265
ORD1020505,2022-09-08,Bengaluru,Karnataka,Online,Online Only,Sunglasses,2,2232,10,4017.6,Cash,Female,27,4464
ORD1020506,2023-10-02,Ranchi,Jharkhand,Offline,High Street Store,Eyeglasses,3,4284,25,9639.0,Debit Card,Female,48,12852
ORD1020507,2023-05-21,Mumbai,Maharashtra,Online,Online Only,Sunglasses,2,3819,10,6874.2,Credit Card,Female,32,7638
ORD1020508,2025-04-30,Ahmedabad,Gujarat,Online,Online Only,Eyeglasses,1,2491,20,1992.8,Cash,Female,40,2491
ORD1020509,2022-04-25,Pune,Maharashtra,Offline,Mall Store,Computer Glasses,1,2336,10,2102.4,Net Banking,Male,35,2336
ORD1020510,2023-09-21,Coimbatore,Tamil Nadu,Online,Online Only,Sunglasses,3,4539,10,12255.3,Net Banking,Other,50,13617
ORD1020511,2022-11-08,Gurugram,Haryana,Offline,Online Only,Eyeglasses,2,2172,5,4126.8,UPI,Female,46,4344
ORD1020512,2025-02-14,Hyderabad,Telangana,Online,Online Only,Contact Lenses,3,2460,10,6642.0,Debit Card,Male,60,7380
ORD1020513,2024-11-21,Delhi,Delhi,Offline,High Street Store,Computer Glasses,3,3001,5,8552.85,Debit Card,Other,22,9003
ORD1020514,2022-05-06,Bhopal,Madhya Pradesh,Offline,Standalone Store,Eyeglasses,3,2834,5,8076.9,Net Banking,Female,37,8502
ORD1020515,2022-07-11,Chennai,Tamil Nadu,Online,Online Only,Contact Lenses,3,1647,20,3952.8,Debit Card,Other,21,4941
ORD1020516,2023-02-07,Cuttack,Odisha,Offline,Mall Store,Contact Lenses,1,3732,10,3358.8,Net Banking,Other,31,3732
ORD1020517,2022-07-13,Gurugram,Haryana,Online,Online Only,Eyeglasses,2,3793,15,6448.1,Net Banking,Female,39,7586
ORD1020518,2024-10-24,Faridabad,Haryana,Online,Online Only,Contact Lenses,2,2027,10,3648.6,Debit Card,Other,58,4054
ORD1020519,2025-08-19,Trivandrum,Kerala,Online,Online Only,Eyeglasses,1,2831,20,2264.8,Debit Card,Male,62,2831
ORD1020520,2025-03-04,Patna,Bihar,Online,Online Only,Sunglasses,1,1548,10,1393.2,Credit Card,Other,46,1548
ORD1020521,2023-03-01,Cuttack,Odisha,Online,Online Only,Sunglasses,2,4038,5,7672.2,Debit Card,Female,44,8076
ORD1020522,2024-05-25,Lucknow,Uttar Pradesh,Online,Online Only,Sunglasses,2,2368,0,4736.0,UPI,Female,51,4736
ORD1020523,2024-05-04,Pune,Maharashtra,Offline,High Street Store,Eyeglasses,3,2725,5,7766.25,Net Banking,Male,35,8175
ORD1020524,2024-09-10,Noida,Uttar Pradesh,Offline,Standalone Store,Computer Glasses,3,2097,15,5347.35,Net Banking,Female,19,6291
ORD1020525,2023-03-16,Mumbai,Maharashtra,Online,Online Only,Eyeglasses,3,1908,5,5437.8,Debit Card,Male,25,5724
ORD1020526,2023-11-28,Kochi,Kerala,Online,Online Only,Eyeglasses,3,2775,10,7492.5,Net Banking,Male,64,8325
ORD1020527,2024-11-13,Bhopal,Madhya Pradesh,Online,Online Only,Contact Lenses,3,3081,10,8318.7,Cash,Other,59,9243
ORD1020528,2024-05-30,Noida,Uttar Pradesh,Offline,Mall Store,Computer Glasses,2,2543,5,4831.7,Cash,Other,35,5086
ORD1020529,2024-01-23,Cuttack,Odisha,Offline,Online Only,Computer Glasses,1,3035,25,2276.25,Cash,Male,46,3035
ORD1020530,2025-11-07,Cuttack,Odisha,Offline,Mall Store,Computer Glasses,1,3811,0,3811.0,Net Banking,Other,46,3811
ORD1020531,2024-04-02,Coimbatore,Tamil Nadu,Offline,Standalone Store,Contact Lenses,1,1058,15,899.3,Credit Card,Other,45,1058
ORD1020532,2022-12-01,Bhubaneswar,Odisha,Online,Online Only,Computer Glasses,1,1953,0,1953.0,UPI,Other,19,1953
ORD1020533,2022-06-09,Patna,Bihar,Offline,Online Only,Sunglasses,1,2179,10,1961.1,Credit Card,Male,35,2179
ORD1020534,2025-12-14,Delhi,Delhi,Offline,Online Only,Eyeglasses,2,1861,0,3722.0,Net Banking,Female,37,3722
ORD1020535,2025-04-01,Trivandrum,Kerala,Online,Online Only,Sunglasses,1,3621,15,3077.85,UPI,Male,34,3621
ORD1020536,2023-03-12,Ahmedabad,Gujarat,Offline,Online Only,Sunglasses,2,799,0,1598.0,UPI,Female,29,1598
ORD1020537,2025-05-20,Noida,Uttar Pradesh,Online,Online Only,Sunglasses,1,4462,5,4238.9,Cash,Male,63,4462
ORD1020538,2023-07-12,Mumbai,Maharashtra,Offline,High Street Store,Eyeglasses,3,3649,0,10947.0,Cash,Female,46,10947
ORD1020539,2022-10-07,Hyderabad,Telangana,Offline,Mall Store,Sunglasses,1,3438,20,2750.4,Net Banking,Female,61,3438
ORD1020540,2022-07-24,Kolkata,West Bengal,Online,Online Only,Contact Lenses,2,2463,0,4926.0,UPI,Male,61,4926
ORD1020541,2024-09-24,Noida,Uttar Pradesh,Online,Online Only,Sunglasses,2,835,0,1670.0,Credit Card,Male,46,1670
ORD1020542,2023-09-23,Kochi,Kerala,Online,Online Only,Contact Lenses,1,4484,0,4484.0,Net Banking,Female,20,4484
ORD1020543,2023-12-14,Faridabad,Haryana,Online,Online Only,Eyeglasses,1,4787,15,4068.95,Credit Card,Other,64,4787
ORD1020544,2023-02-09,Chandigarh,Chandigarh,Offline,Mall Store,Eyeglasses,2,833,15,1416.1,Debit Card,Other,62,1666
ORD1020545,2022-10-21,Bhubaneswar,Odisha,Offline,High Street Store,Contact Lenses,1,2558,10,2302.2,Credit Card,Male,39,2558
ORD1020546,2025-12-23,Gurugram,Haryana,Online,Online Only,Computer Glasses,3,4708,5,13417.8,Cash,Other,56,14124
ORD1020547,2025-12-07,Kochi,Kerala,Offline,Online Only,Sunglasses,1,3917,0,3917.0,Debit Card,Other,27,3917
ORD1020548,2024-01-14,Coimbatore,Tamil Nadu,Online,Online Only,Contact Lenses,2,4298,20,6876.8,UPI,Other,21,8596
ORD1020549,2022-08-10,Mumbai,Maharashtra,Offline,Standalone Store,Sunglasses,1,3844,10,3459.6,Debit Card,Female,21,3844
ORD1020550,2024-07-12,Coimbatore,Tamil Nadu,Online,Online Only,Contact Lenses,1,4299,0,4299.0,Credit Card,Female,56,4299
ORD1020551,2022-05-30,Jaipur,Rajasthan,Offline,Online Only,Eyeglasses,1,983,20,786.4,Net Banking,Other,64,983
ORD1020552,2023-03-11,Jaipur,Rajasthan,Online,Online Only,Computer Glasses,1,3789,5,3599.55,Credit Card,Male,23,3789
ORD1020553,2023-02-18,Kochi,Kerala,Offline,Mall Store,Computer Glasses,1,3533,10,3179.7,Debit Card,Other,32,3533
ORD1020554,2025-01-05,Indore,Madhya Pradesh,Offline,Standalone Store,Sunglasses,1,4212,5,4001.4,UPI,Other,36,4212
ORD1020555,2024-06-11,Patna,Bihar,Offline,Standalone Store,Contact Lenses,3,4016,5,11445.6,Debit Card,Female,26,12048
ORD1020556,2025-11-14,Lucknow,Uttar Pradesh,Offline,High Street Store,Eyeglasses,2,4605,0,9210.0,Cash,Male,59,9210
ORD1020557,2025-03-02,Chennai,Tamil Nadu,Offline,High Street Store,Computer Glasses,1,2301,15,1955.85,UPI,Male,53,2301
ORD1020558,2023-07-01,Cuttack,Odisha,Offline,Online Only,Sunglasses,3,1570,5,4474.5,Net Banking,Female,53,4710
ORD1020559,2022-06-04,Lucknow,Uttar Pradesh,Online,Online Only,Sunglasses,1,2014,15,1711.9,Cash,Male,21,2014
ORD1020560,2024-12-18,Mumbai,Maharashtra,Online,Online Only,Eyeglasses,2,3472,5,6596.8,Debit Card,Other,43,6944
ORD1020561,2022-11-30,Indore,Madhya Pradesh,Online,Online Only,Eyeglasses,3,4931,0,14793.0,Credit Card,Female,48,14793
ORD1020562,2025-03-26,Chandigarh,Chandigarh,Offline,High Street Store,Computer Glasses,2,3049,0,6098.0,Credit Card,Other,33,6098
ORD1020563,2022-10-27,Hyderabad,Telangana,Offline,Online Only,Sunglasses,2,4441,0,8882.0,Credit Card,Male,39,8882
ORD1020564,2025-02-11,Kolkata,West Bengal,Online,Online Only,Sunglasses,3,2871,10,7751.7,UPI,Male,61,8613
ORD1020565,2022-07-29,Chandigarh,Chandigarh,Online,Online Only,Sunglasses,3,4642,5,13229.7,UPI,Other,60,13926
ORD1020566,2023-06-26,Bhubaneswar,Odisha,Online,Online Only,Sunglasses,2,1977,20,3163.2,Net Banking,Male,34,3954
ORD1020567,2024-03-07,Bhopal,Madhya Pradesh,Online,Online Only,Eyeglasses,1,4292,15,3648.2,Debit Card,Other,42,4292
ORD1020568,2024-12-18,Bhubaneswar,Odisha,Online,Online Only,Contact Lenses,1,1651,15,1403.35,Credit Card,Male,41,1651
ORD1020569,2023-12-15,Hyderabad,Telangana,Offline,Online Only,Eyeglasses,3,1803,10,4868.1,UPI,Other,55,5409
ORD1020570,2025-10-27,Lucknow,Uttar Pradesh,Offline,Standalone Store,Contact Lenses,2,3464,0,6928.0,Debit Card,Female,50,6928
ORD1020571,2023-12-27,Mumbai,Maharashtra,Online,Online Only,Computer Glasses,1,3405,0,3405.0,Debit Card,Male,33,3405
ORD1020572,2024-12-25,Hyderabad,Telangana,Online,Online Only,Eyeglasses,3,2880,5,8208.0,Debit Card,Female,31,8640
ORD1020573,2022-01-12,Kochi,Kerala,Offline,Online Only,Computer Glasses,2,3413,5,6484.7,Debit Card,Male,27,6826
ORD1020574,2024-03-09,Patna,Bihar,Online,Online Only,Contact Lenses,3,2064,5,5882.4,Credit Card,Other,33,6192
ORD1020575,2024-03-23,Mumbai,Maharashtra,Offline,High Street Store,Computer Glasses,2,3377,20,5403.2,Net Banking,Other,39,6754
ORD1020576,2022-03-12,Mumbai,Maharashtra,Offline,High Street Store,Computer Glasses,1,2726,0,2726.0,UPI,Male,48,2726
ORD1020577,2022-07-07,Coimbatore,Tamil Nadu,Offline,Standalone Store,Sunglasses,3,3387,15,8636.85,Net Banking,Male,22,10161
ORD1020578,2023-08-17,Mumbai,Maharashtra,Online,Online Only,Computer Glasses,1,3446,15,2929.1,UPI,Female,45,3446
ORD1020579,2025-04-14,Indore,Madhya Pradesh,Offline,Mall Store,Contact Lenses,2,2902,0,5804.0,Debit Card,Other,61,5804
ORD1020580,2025-11-28,Faridabad,Haryana,Offline,Mall Store,Eyeglasses,2,3899,20,6238.4,Cash,Female,28,7798
ORD1020581,2024-10-19,Hyderabad,Telangana,Online,Online Only,Sunglasses,2,3463,25,5194.5,Debit Card,Other,43,6926
ORD1020582,2025-05-16,Ahmedabad,Gujarat,Offline,Mall Store,Computer Glasses,1,2186,20,1748.8,UPI,Male,55,2186
ORD1020583,2024-08-04,Bengaluru,Karnataka,Online,Online Only,Computer Glasses,1,2106,0,2106.0,UPI,Male,19,2106
ORD1020584,2023-09-26,Hyderabad,Telangana,Offline,Online Only,Eyeglasses,1,1544,10,1389.6,Debit Card,Male,34,1544
ORD1020585,2023-03-05,Indore,Madhya Pradesh,Offline,High Street Store,Computer Glasses,3,3453,15,8805.15,Cash,Other,41,10359
ORD1020586,2022-03-24,Gurugram,Haryana,Offline,Mall Store,Sunglasses,1,2876,15,2444.6,Debit Card,Male,33,2876
ORD1020587,2025-01-28,Hyderabad,Telangana,Offline,Standalone Store,Eyeglasses,1,3917,0,3917.0,Net Banking,Male,58,3917
ORD1020588,2023-12-02,Gurugram,Haryana,Offline,High Street Store,Contact Lenses,1,2635,10,2371.5,Debit Card,Other,26,2635
ORD1020589,2023-07-08,Bengaluru,Karnataka,Offline,Mall Store,Contact Lenses,1,4041,5,3838.95,Debit Card,Male,63,4041
ORD1020590,2022-09-11,Kolkata,West Bengal,Offline,Mall Store,Eyeglasses,1,3416,10,3074.4,Credit Card,Female,18,3416
ORD1020591,2022-10-26,Hyderabad,Telangana,Offline,Online Only,Contact Lenses,3,2367,15,6035.85,Net Banking,Male,19,7101
ORD1020592,2022-05-25,Faridabad,Haryana,Online,Online Only,Sunglasses,3,4541,5,12941.85,Cash,Male,33,13623
ORD1020593,2025-08-02,Chandigarh,Chandigarh,Offline,High Street Store,Computer Glasses,1,2818,10,2536.2,Cash,Other,35,2818
